id;name;album;album_id;artists;artist_ids;track_number;disc_number;explicit;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;time_signature;year;release_date
3qb8fy6Buz2sumEHl2IwM3;The Dim Light of Introversion;The Dim Light of Introversion;5Esf9hmWoOIufP7BAmAyUb;['Vacant Eyes'];['6anYGBZyfjgMnDot5GLsPK'];4;1;False;0,256;0,8320000000000001;9;-6,621;0;0,0885;0,0568;0,823;0,0781;0,0441;119,68;533747;3,0;2014;2014-02-01
7EfmkEeHmbqXkO6e4JPLwF;Stand Your Ground;Earthrise - ES032;60XW9MYZ04KC8Bt8zIk0ph;['Epic Score'];['4Kyb02r7dR3H1PH7pYkb8X'];11;1;False;0,452;0,723;10;-7,47;0;0,0435;0,217;0,967;0,0782;0,284;86,677;123106;3,0;2015;2015-05-01
1WBY1UIO2D0cXXbsRyk0V3;I Pescatori di Ragjput gli Squali;Mondo Cane;3zAz8hvCnWy10mdnjsJFlN;['Nino Oliviero', 'Riz Ortolani'];['5asbXwqLkuOLVP5x1Wp5kP', '5D3YOC6ffqe2wDikuU9ljG'];8;1;False;0,152;0,516;5;-7,806;1;0,0463;0,4589999999999999;0,301;0,119;0,0398;91,06;263827;3,0;1962;1962
4gmUF1PDPSPrGJQWft0nIu;Barbes;In Between;0jM5zRtnAoPJ8zYvgr2ttu;['Isabelle Olivier'];['12MHqe6ucFwqK02WJJTZuQ'];8;1;False;0,317;0,238;8;-18,209;1;0,0883;0,982;0,346;0,662;0,122;80,12100000000002;218307;4,0;2017;2017-11-10
6nMgSKPGnyS6ASgn6TZ4dB;Azure;Royal Essence: An Evening of Ellington;0lWBodBEou5MZuFEbG9DG7;['Sir Roland Hanna & Davey Yarborough'];['1rWnack0QDBPWa77DhROJ4'];7;1;False;0,237;0,2319999999999999;5;-15,764;1;0,05;0,986;0,913;0,708;0,201;65,586;291773;4,0;2010;2010-12-31
4bp6H7tlYYxpsNV0fFiNPO;Improv/Amazing Grace - Live at the Quick;Live at the Quick;6h3EVRS9L18VO71muF5htL;['Béla Fleck and the Flecktones'];['5Zmur9D9gpr6tXyDrpnbOe'];6;1;False;0,4539999999999999;0,313;7;-22,7;1;0,0644;0,913;0,8740000000000001;0,765;0,15;119,607;318093;4,0;2002;2002-01-22
2XccD5gfpMLmIShlSkLBmr;"5 Military Marches, Op. 39, ""Pomp and Circumstance"": No. 1 in D Major";A Grand Celebration: The Historica Grand Court Concert for Macy's 150th Anniversary;5LxcuKuvl4F7yQhkYyXg9m;['Edward Elgar', 'Philadelphia Orchestra', 'Rossen Milanov'];['430byzy0c5bPn5opiu0SRd', '6tdexW8bZTG8NgOFUCYQn1', '6iq4bfGv1w2ECO1vrJx4hD'];6;1;False;0,2769999999999999;0,25;2;-20,85;1;0,0785;0,8059999999999999;0,921;0,759;0,24;115,555;433947;4,0;2010;2010-08-01
1O1FfSL4nwehcjGImEnJuA;Kiss the Quaker;Celtic Seashore;4OV77Pj2LWkCyfg7gQpyfc;"[""Dan Gibson's Solitudes""]";['0Wv8mXdyQifZvmp6SKXRwr'];7;1;False;0,179;0,0934;7;-20,061;1;0,0358;0,908;0,847;0,5720000000000001;0,0384;108,339;338406;4,0;2013;2013-10-29
4A6iJarIqYvzQmv31BepzM;"15 Variations and a Fugue on an Original Theme in E-Flat Major, Op. 35, ""Eroica Variations"": Finale: Alla Fuga";Claudio Arrau in Recital (1969-1977);0iUAYJjTQrGJuWuQYzwTXT;['Ludwig van Beethoven', 'Claudio Arrau'];['2wOqMjp9TyABvtHdOSOTUS', '5k15M5itLxlNtLk7BGpGa1'];17;2;False;0,389;0,275;3;-18,687;1;0,0426;0,977;0,956;0,5870000000000001;0,215;124,742;318827;4,0;2012;2012-11-06
1R0oSgn59QJhBJWmJsGmLV;Sweeney Todd Concert Suite, Op. 68a: III. Vivace – Allegro moderato –;Arnold, M.: Ballet Music - Electra / Rinaldo and Armida / Homage To the Queen Suite / Sweeney Todd Concert Suite;1CpNsAN4EopcjQRwvNoqmU;['Malcolm Arnold', 'BBC Philharmonic', 'Rumon Gamba'];['5kM4H3hu2dxxk9erCAZA2e', '1z9u3vLr7gw6IBS8CP8c2X', '0WXSfWdvqdhG76X1icKUVy'];15;1;False;0,18;0,146;5;-21,524;1;0,0372;0,959;0,903;0,6920000000000001;0,1369999999999999;81,029;118240;4,0;2009;2009-10-27
